pathway_id	reaction_id	reaction_name	uniprot_acc	role_in_reaction
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q07864	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q13619	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q13620	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q15054	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q16531	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q9HCU8	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q9NR33	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q9NRF9	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q9NS91	[input, output]
R-HSA-110314	R-HSA-5652005	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL ubiquitin ligase complex binds PCNA:POLD,POLE:RPA:RFC associated with damaged dsDNA	Q9NZJ0	[input, output]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P0CG47	[input, output]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P0CG48	[input, output]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P12004	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P15927	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P27694	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P28340	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P35244	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P35249	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P35250	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P35251	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P40937	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P40938	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P49005	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P56282	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P62877	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P62979	[input, output]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P62987	[input, output]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	P63146	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q07864	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q13619	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q13620	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q15054	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q16531	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q9HCU8	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q9NR33	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q9NRF9	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q9NS91	[input, output, catalyst]
R-HSA-110314	R-HSA-5652009	RAD18:UBE2B or RBX1:CUL4:DDB1:DTL monoubiquitinates PCNA	Q9NZJ0	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	O94782	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P0CG47	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P0CG48	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P12004	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P15927	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P27694	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P35244	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P35249	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P35250	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P35251	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P40937	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P40938	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P62979	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	P62987	[input, output, catalyst]
R-HSA-110314	R-HSA-5655466	USP1:WDR48 deubiquitinates monoUb:K164-PCNA	Q8TAF3	[input, output, catalyst]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	O94782	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P0CG47	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P0CG48	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P12004	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P15927	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P27694	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P35244	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P35249	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P35250	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P35251	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P40937	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P40938	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P62979	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	P62987	[input, output]
R-HSA-110314	R-HSA-5655481	USP1:WDR48 binds monoUb:K164-PCNA	Q8TAF3	[input, output]
R-HSA-110314	R-HSA-5655483	USP1 autocleavage	O94782	[input, output, catalyst]
R-HSA-110314	R-HSA-5655483	USP1 autocleavage	Q8TAF3	[input, output, catalyst]
R-HSA-110320	R-HSA-110316	POLH binds monoUb:K164-PCNA at damaged TT-CPD-DNA template	P0CG47	[input, output]
R-HSA-110320	R-HSA-110316	POLH binds monoUb:K164-PCNA at damaged TT-CPD-DNA template	P0CG48	[input, output]
R-HSA-110320	R-HSA-110316	POLH binds monoUb:K164-PCNA at damaged TT-CPD-DNA template	P12004	[input, output]
R-HSA-110320	R-HSA-110316	POLH binds monoUb:K164-PCNA at damaged TT-CPD-DNA template	P15927	[input, output]
R-HSA-110320	R-HSA-110316	POLH binds monoUb:K164-PCNA at damaged TT-CPD-DNA template	P27694	[input, output]
R-HSA-110320	R-HSA-110316	POLH binds monoUb:K164-PCNA at damaged TT-CPD-DNA template	P35244	[input, output]
R-HSA-110320	R-HSA-110316	POLH binds monoUb:K164-PCNA at damaged TT-CPD-DNA template	P35249	[input, output]
